2024-11-20 08:37:40.304 GMT,,,1,,673d9fd4.1,1,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-20 08:37:40.305 GMT,,,1,,673d9fd4.1,2,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-20 08:37:40.305 GMT,,,1,,673d9fd4.1,3,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-20 08:37:40.321 GMT,,,1,,673d9fd4.1,4,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-20 08:37:40.377 GMT,,,31,,673d9fd4.1f,1,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"database system was shut down at 2024-11-20 08:37:22 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-20 08:37:40.457 GMT,,,1,,673d9fd4.1,5,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-20 08:42:40.443 GMT,,,29,,673d9fd4.1d,1,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"checkpoint starting: time",,,,,,,,"LogCheckpointStart, xlog.c:6661","","checkpointer",,0
2024-11-20 08:42:40.722 GMT,,,29,,673d9fd4.1d,2,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.093 s, sync=0.025 s, total=0.280 s; sync files=2, longest=0.013 s, average=0.013 s; distance=0 kB, estimate=0 kB; lsn=0/2E27F98, redo lsn=0/2E27F40",,,,,,,,"LogCheckpointEnd, xlog.c:6750","","checkpointer",,0
2024-11-20 08:45:39.236 GMT,"postgres","payments",61,"172.18.0.4:56208",673da168.3d,1,"idle",2024-11-20 08:44:24 GMT,0/2,0,LOG,00000,"statement: SELECT 1",,,,,,,,"exec_simple_query, postgres.c:1075","","client backend",,0
2024-11-20 08:45:39.248 GMT,"postgres","payments",61,"172.18.0.4:56208",673da168.3d,2,"SELECT",2024-11-20 08:44:24 GMT,0/2,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,SELECT 1,<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-20 08:45:39.249 GMT,"postgres","payments",61,"172.18.0.4:56208",673da168.3d,3,"SELECT",2024-11-20 08:44:24 GMT,0/0,0,LOG,00000,"duration: 12.697 ms",,,,,,,,"exec_simple_query, postgres.c:1368","","client backend",,0
2024-11-20 08:52:15.998 GMT,,,1,,673d9fd4.1,6,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"received fast shutdown request",,,,,,,,"process_pm_shutdown_request, postmaster.c:2273","","postmaster",,0
2024-11-20 08:52:16.057 GMT,,,1,,673d9fd4.1,7,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"aborting any active transactions",,,,,,,,"process_pm_shutdown_request, postmaster.c:2291","","postmaster",,0
2024-11-20 08:52:16.058 GMT,"postgres","payments",61,"172.18.0.4:56208",673da168.3d,4,"idle",2024-11-20 08:44:24 GMT,0/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,"ProcessInterrupts, postgres.c:3315","","client backend",,0
2024-11-20 08:52:16.099 GMT,,,1,,673d9fd4.1,8,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 34) exited with exit code 1",,,,,,,,"LogChildExit, postmaster.c:3076","","postmaster",,0
2024-11-20 08:52:16.110 GMT,,,29,,673d9fd4.1d,3,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"shutting down",,,,,,,,"ShutdownXLOG, xlog.c:6611","","checkpointer",,0
2024-11-20 08:52:16.132 GMT,,,29,,673d9fd4.1d,4,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,"LogCheckpointStart, xlog.c:6661","","checkpointer",,0
2024-11-20 08:52:16.279 GMT,,,29,,673d9fd4.1d,5,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.020 s, sync=0.001 s, total=0.169 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=0 kB; lsn=0/2E28060, redo lsn=0/2E28060",,,,,,,,"LogCheckpointEnd, xlog.c:6750","","checkpointer",,0
2024-11-20 08:52:16.342 GMT,,,1,,673d9fd4.1,9,,2024-11-20 08:37:40 GMT,,0,LOG,00000,"database system is shut down",,,,,,,,"UnlinkLockFiles, miscinit.c:1171","","postmaster",,0
